Geneid	Chr	Start	End	Strand	Length	70aU	70bU	70ai	70bi	RAD50-3U	RAD50-4U	RAD50-3i	RAD50-4i
Tb427_110018500	Chr11_core_Tb427v10	384279	386816	+	2538	97	20	5	2	6	17	1	0
Tb427_010013300	Chr1_core_Tb427v10	231815	232528	+	714	0	18	2	0	8	0	0	0
Tb427_060052800	Chr6_core_Tb427v10	1207537	1209921	+	2385	0	8	0	0	8	12	8	2
Tb427_000279800	Chr2_5A_Tb427v10	53262	53816	+	555	0	0	0	0	11	2	0	4
Tb427_110023300	Chr11_core_Tb427v10	513809	514009	-	201	14	2	9	5	3	8	1	4
Tb427_020032100	Chr2_core_Tb427v10	816690	818153	+	1464	0	0	2	4	8	6	0	0
Tb427_060033200	Chr6_core_Tb427v10	732607	734172	+	1566	0	0	0	0	2	0	0	0
Tb427_000368800:pseudogene	Chr5_3B_Tb427v10	61102	62430	-	1329	0	0	0	0	2	0	27	8
Tb427_110111800	Chr11_core_Tb427v10	2777157	2777276	+	120	0	0	0	0	0	0	0	0
Tb427_100135500	Chr10_core_Tb427v10	3112455	3113465	-	1011	0	0	0	0	19	0	0	0
Tb427_100062200	Chr10_core_Tb427v10	1428675	1429976	-	1302	0	0	0	0	0	0	0	0
Tb427_110068000	Chr11_core_Tb427v10	1737202	1737774	-	573	0	2	4	6	2	8	1	4
Tb427_000568800:pseudogene	Chr9_3A_Tb427v10	545216	546612	-	1397	0	0	0	0	0	0	0	0
Tb427_000489400:pseudogene	Chr8_3A_Tb427v10	164333	165855	+	1523	0	0	0	0	8	12	4	24
Tb427_000376800:pseudogene	Chr5_3B_Tb427v10	314802	316343	-	1542	0	0	0	0	0	0	0	8
Tb427_110013100	Chr11_core_Tb427v10	193998	196403	+	2406	0	10	0	4	2	22	12	4
Tb427_000577300:pseudogene	Chr9_3A_Tb427v10	777683	780383	-	2701	0	0	0	0	0	0	0	0
Tb427_100044100	Chr10_core_Tb427v10	1027428	1028924	-	1497	41	0	0	2	0	30	4	0
Tb427_080088600	Chr8_core_Tb427v10	2331197	2332642	+	1446	0	10	2	6	0	12	14	8
Tb427_000655900	unitig_1853_Tb427v10	43675	47328	+	3654	0	0	0	0	0	0	0	0
Tb427_000360500:pseudogene	Chr5_3A_Tb427v10	334694	336057	-	1364	0	0	0	0	0	0	0	0
Tb427_110068200	Chr11_core_Tb427v10	1741653	1743071	-	1419	0	0	2	0	0	0	0	0
Tb427_000148700:pseudogene	Chr11_3B_Tb427v10	134961	136354	-	1394	0	0	0	0	0	0	0	0
Tb427_000092600	Chr10_3B_Tb427v10	515497	516543	+	1047	0	0	0	0	0	0	0	0
Tb427_010031600	Chr1_core_Tb427v10	802018	802494	+	477	0	0	0	0	0	0	0	0
Tb427_100057800	Chr10_core_Tb427v10	1334318	1334836	+	519	0	0	0	0	0	0	0	0
Tb427_070040800	Chr7_core_Tb427v10	914305	918222	-	3918	76	31	10	2	19	17	4	10
Tb427_000456400:pseudogene	Chr7_5A_Tb427v10	94551	94940	+	390	0	0	0	0	0	0	0	0
Tb427_070050700	Chr7_core_Tb427v10	1201203	1201808	-	606	408	682	129	94	242	276	130	141
Tb427_000440900	Chr6_3B_Tb427v10	673253	674466	-	1214	0	0	0	0	0	22	10	22
Tb427_070023200	Chr7_core_Tb427v10	440537	441418	+	882	0	0	0	0	0	0	0	0
Tb427_080036200:pseudogene	Chr8_core_Tb427v10	805556	807946	+	2391	0	0	0	0	0	0	2	0
Tb427_000680200:pseudogene	unitig_190_Tb427v10	63722	64039	-	318	3	0	0	0	5	0	8	9
Tb427_000426600	Chr6_3B_Tb427v10	183484	184956	-	1473	0	0	0	0	0	0	0	0
Tb427_070022300	Chr7_core_Tb427v10	427627	428319	+	693	0	0	0	0	0	5	0	0
Tb427_100061600	Chr10_core_Tb427v10	1413753	1414562	-	810	23	21	0	5	5	4	10	6
Tb427_000810300:pseudogene	unitig_284_Tb427v10	78365	78715	+	351	0	0	0	0	0	0	0	0
Tb427_000339900	Chr4_3B_Tb427v10	143434	144246	-	813	0	0	0	0	0	0	0	0
Tb427_000739900:pseudogene	unitig_2219_Tb427v10	9873	10360	+	488	0	0	0	0	4	0	0	0
Tb427_100158700	Chr10_core_Tb427v10	3686677	3687369	+	693	12	0	0	0	0	0	0	0
Tb427_110013200	Chr11_core_Tb427v10	197990	198730	+	741	0	0	0	0	0	0	0	0
Tb427_100137700:pseudogene	Chr10_core_Tb427v10	3174582	3175011	-	430	0	0	0	0	0	0	0	0
Tb427_010025400	Chr1_core_Tb427v10	615093	616622	+	1530	0	0	0	0	0	0	0	0
Tb427_000046800:pseudogene	Chr10_3A_Tb427v10	686750	688327	+	1578	0	0	0	0	0	0	0	0
Tb427_060030900	Chr6_core_Tb427v10	675280	677094	+	1815	0	0	0	0	0	0	0	0
Tb427_000105700	Chr10_3B_Tb427v10	932361	933428	+	1068	0	0	0	0	0	0	0	0
Tb427_090038100	Chr9_core_Tb427v10	867298	867852	+	555	0	0	0	0	0	0	0	0
Tb427_110058700	Chr11_core_Tb427v10	1495299	1495583	+	285	0	0	0	0	0	0	0	0
Tb427_000065000	Chr10_3A_Tb427v10	1285705	1287192	-	1488	0	0	0	0	0	0	0	0
Tb427_000295300:pseudogene	Chr3_5A_Tb427v10	209557	210841	+	1285	0	0	0	0	0	0	0	0
Tb427_000320500	Chr4_3A_Tb427v10	485105	486115	-	1011	0	2	0	0	0	10	21	42
Tb427_020010900	Chr2_core_Tb427v10	194901	197213	-	2313	0	0	0	0	0	0	0	0
Tb427_000709200	unitig_2111_Tb427v10	4841	5287	-	447	0	0	0	0	0	0	0	0
Tb427_080023600	Chr8_core_Tb427v10	521262	521324	+	63	0	0	0	0	0	0	0	0
Tb427_090010800:pseudogene	Chr9_core_Tb427v10	149679	151159	-	1481	4	14	4	0	50	44	21	24
Tb427_090063300	Chr9_core_Tb427v10	1445328	1446965	-	1638	0	12	0	0	0	11	0	0
Tb427_000590300:pseudogene	Chr9_3A_Tb427v10	1177032	1178542	-	1511	0	0	0	0	0	0	0	0
Tb427_000510000:pseudogene	Chr8_5A_Tb427v10	295662	297111	+	1450	0	4	0	0	6	4	0	0
Tb427_000509800:pseudogene	Chr8_5A_Tb427v10	288349	289874	+	1526	0	0	0	0	0	0	0	0
Tb427_080026800	Chr8_core_Tb427v10	570719	575665	+	4947	0	31	0	0	16	14	10	6
Tb427_000368600	Chr5_3B_Tb427v10	54774	56096	-	1323	0	0	0	0	0	0	2	0
Tb427_000858000	Chr6_3B_Tb427v10	162230	163231	-	1002	0	0	0	0	0	0	0	0
Tb427_110008200	Chr11_core_Tb427v10	71505	72029	-	525	0	23	1	5	10	17	6	2
Tb427_000010500:pseudogene	BES14_Tb427v10	37108	38217	+	1110	0	0	0	0	0	0	0	0
Tb427_100042600	Chr10_core_Tb427v10	980379	983543	-	3165	0	12	0	4	16	0	4	16
Tb427_070017800	Chr7_core_Tb427v10	334486	335586	+	1101	0	4	0	0	0	0	0	0
Tb427_090036200	Chr9_core_Tb427v10	800694	805259	+	4566	0	0	2	0	0	2	2	0
Tb427_110075000	Chr11_core_Tb427v10	1942362	1943105	-	744	0	0	0	0	0	4	0	0
Tb427_000534400:pseudogene	Chr8_5B_Tb427v10	313376	314833	+	1458	0	0	0	0	0	0	0	0
Tb427_000574500:pseudogene	Chr9_3A_Tb427v10	698230	699566	+	1337	0	0	0	0	5	0	0	0
Tb427_000669100:pseudogene	unitig_1884_Tb427v10	28577	29054	-	478	0	1	0	1	2	1	2	0
Tb427_000592600	Chr9_3A_Tb427v10	1238801	1240222	-	1422	0	118	2	6	40	46	72	144
Tb427_100027200	Chr10_core_Tb427v10	551521	552099	+	579	0	0	0	0	6	0	0	2
Tb427_080034600	Chr8_core_Tb427v10	763592	765124	+	1533	0	0	0	0	0	16	2	2
Tb427_080018900	Chr8_core_Tb427v10	411733	413397	+	1665	0	0	0	0	0	0	0	2
Tb427_100009100	Chr10_core_Tb427v10	85529	87670	+	2142	0	22	0	0	18	6	0	10
Tb427_000738000:pseudogene	unitig_2217_Tb427v10	82722	84592	+	1871	12	18	6	0	2	17	4	0
Tb427_000182400:pseudogene	Chr1_3A_Tb427v10	233070	233990	-	921	0	0	0	0	0	0	0	0
Tb427_110051800	Chr11_core_Tb427v10	1317179	1321393	+	4215	0	50	6	0	43	64	6	15
Tb427_000193000	Chr1_3A_Tb427v10	557435	559396	-	1962	0	0	0	0	0	0	0	0
Tb427_000186100:pseudogene	Chr1_3A_Tb427v10	338172	338723	-	552	0	0	0	0	0	0	0	0
Tb427_000685900	unitig_1926_Tb427v10	16458	17814	-	1357	0	0	0	0	0	0	0	0
Tb427_000239900:pseudogene	Chr1_3A_Tb427v10	1997336	1998834	-	1499	0	0	0	0	0	0	2	0
Tb427_000539000	Chr8_5B_Tb427v10	448491	449924	+	1434	0	22	4	0	86	46	1733	3356
Tb427_000705900:pseudogene	unitig_2081_Tb427v10	5247	5691	+	445	0	0	0	0	0	0	0	0
Tb427_000503800	Chr8_5A_Tb427v10	120644	122206	+	1563	0	2	0	0	21	12	10	16
Tb427_000590500:pseudogene	Chr9_3A_Tb427v10	1180263	1181129	-	867	0	0	0	0	0	0	0	0
Tb427_060041000	Chr6_core_Tb427v10	957172	958209	-	1038	0	20	0	2	0	2	0	8
Tb427_080020600	Chr8_core_Tb427v10	451402	453741	-	2340	0	0	0	0	0	0	0	0
Tb427_020014100	Chr2_core_Tb427v10	298687	299997	+	1311	4	7	0	0	8	4	0	2
Tb427_090054800	Chr9_core_Tb427v10	1249901	1250605	-	705	0	0	4	4	0	0	4	2
Tb427_110157200	Chr11_core_Tb427v10	3770860	3771510	+	651	94	42	8	0	35	17	17	27
Tb427_000417800:pseudogene	Chr6_3A_Tb427v10	1243186	1244631	-	1446	0	0	0	0	0	0	0	0
Tb427_100121500	Chr10_core_Tb427v10	2781501	2781566	+	66	0	0	0	0	0	0	0	0
Tb427_010007000	Chr1_core_Tb427v10	49987	54096	-	4110	0	31	2	0	2	16	2	6
Tb427_040046800:pseudogene	Chr4_core_Tb427v10	1076569	1078341	-	1773	0	6	0	2	4	10	4	4
Tb427_000181900	Chr1_3A_Tb427v10	216199	216870	-	672	0	0	0	0	0	0	0	0
Tb427_020022900	Chr2_core_Tb427v10	555909	556889	-	981	0	0	0	0	4	10	0	0
Tb427_060016900	Chr6_core_Tb427v10	388299	389081	-	783	0	8	2	6	0	16	0	0
Tb427_100152700	Chr10_core_Tb427v10	3520359	3521219	-	861	0	0	0	0	4	0	0	0
Tb427_100098100	Chr10_core_Tb427v10	2250202	2250927	+	726	0	32	4	0	3	40	8	8
Tb427_110039300	Chr11_core_Tb427v10	973389	975044	+	1656	0	0	0	0	0	0	0	0
Tb427_100011300	Chr10_core_Tb427v10	139414	141225	+	1812	0	10	2	2	0	8	0	4
Tb427_110018900	Chr11_core_Tb427v10	397783	398289	+	507	0	0	0	0	0	0	0	0
Tb427_110111500	Chr11_core_Tb427v10	2770666	2771889	+	1224	0	0	0	0	0	0	0	0
Tb427_110074700	Chr11_core_Tb427v10	1928771	1930594	-	1824	0	31	0	0	6	2	2	0
Tb427_000430500	Chr6_3B_Tb427v10	299470	301125	-	1656	0	0	0	0	0	0	0	0
Tb427_020026200	Chr2_core_Tb427v10	621629	622078	+	450	0	0	0	0	0	0	0	0
Tb427_110154700	Chr11_core_Tb427v10	3720649	3722913	-	2265	0	10	6	0	0	4	4	10
Tb427_000769300	unitig_2455_Tb427v10	7475	8098	+	624	0	0	0	0	0	0	0	0
Tb427_000053800	Chr10_3A_Tb427v10	886306	887655	-	1350	0	0	0	0	0	0	0	0
Tb427_070031500	Chr7_core_Tb427v10	697165	698028	-	864	0	0	0	0	0	6	10	0
Tb427_000344300:pseudogene	Chr4_5A_Tb427v10	3295	3713	-	419	0	0	0	0	0	0	0	0
Tb427_050030500	Chr5_core_Tb427v10	826335	829142	+	2808	0	0	4	0	0	22	4	0
Tb427_090070500	Chr9_core_Tb427v10	1616680	1617246	+	567	0	4	0	0	4	0	2	0
Tb427_060056400	Chr6_core_Tb427v10	1281950	1282612	+	663	0	0	0	0	0	0	0	2
Tb427_100072500	Chr10_core_Tb427v10	1713932	1715038	+	1107	0	4	0	2	12	0	0	2
Tb427_000316900	Chr4_3A_Tb427v10	372492	372944	-	453	0	0	0	0	0	0	0	0
Tb427_100013600	Chr10_core_Tb427v10	216090	217127	+	1038	82	2	0	4	9	16	5	12
Tb427_110124400	Chr11_core_Tb427v10	2948289	2949242	+	954	54	0	0	6	0	0	1	9
Tb427_110054200	Chr11_core_Tb427v10	1368229	1369407	+	1179	0	42	2	6	36	72	26	24
Tb427_080078100	Chr8_core_Tb427v10	1949044	1949729	+	686	0	0	0	2	1	4	2	0
Tb427_000277600:pseudogene	Chr1_5B_Tb427v10	74060	75511	-	1452	0	5	0	0	0	0	0	0
Tb427_000369900:pseudogene	Chr5_3B_Tb427v10	106611	107574	-	964	0	0	0	0	0	0	0	0
Tb427_060032000	Chr6_core_Tb427v10	697913	699832	+	1920	0	43	0	4	25	14	3	10
Tb427_020032900	Chr2_core_Tb427v10	854699	856087	+	1389	493	237	29	8	128	106	33	71
Tb427_110031200	Chr11_core_Tb427v10	732880	734853	-	1974	18	0	0	0	3	0	0	4
Tb427_000670200	unitig_1891_Tb427v10	4002	6083	+	2082	0	0	0	0	4	4	4	4
Tb427_000371500:pseudogene	Chr5_3B_Tb427v10	158035	159541	-	1507	0	0	0	0	0	0	0	0
Tb427_000143000:pseudogene	Chr11_3A_Tb427v10	1017668	1018124	-	457	0	0	0	0	0	0	0	0
Tb427_000197800	Chr1_3A_Tb427v10	687156	687383	+	228	0	0	0	0	0	0	0	0
Tb427_090024100	Chr9_core_Tb427v10	485083	486168	+	1086	17	19	0	0	2	6	3	2
Tb427_000461400:pseudogene	Chr7_5A_Tb427v10	244593	245997	+	1405	0	0	0	0	0	0	0	0
Tb427_000734900	unitig_2216_Tb427v10	2807	7150	-	4344	2	0	0	0	0	6	2	2
Tb427_060015100:pseudogene	Chr6_core_Tb427v10	344375	344973	-	599	0	0	0	0	0	2	0	0
Tb427_000802800:pseudogene	unitig_2671_Tb427v10	24299	25189	-	891	0	0	0	0	0	0	0	0
Tb427_060029000	Chr6_core_Tb427v10	632338	632952	+	615	0	0	0	0	0	0	0	0
Tb427_010022400	Chr1_core_Tb427v10	500238	501083	+	846	18	27	8	16	82	23	13	23
Tb427_060022300	Chr6_core_Tb427v10	498619	498684	-	66	0	0	0	0	3	0	0	11
Tb427_110038800	Chr11_core_Tb427v10	950008	950571	+	564	0	4	0	0	0	6	4	6
Tb427_000847100	Chr10_3B_Tb427v10	482667	484142	+	1476	0	0	0	0	0	0	0	0
Tb427_090043300	Chr9_core_Tb427v10	987137	987844	-	708	0	14	0	2	12	1	2	1
Tb427_080019600	Chr8_core_Tb427v10	428123	428725	-	603	0	0	2	0	10	4	0	0
Tb427_040020200	Chr4_core_Tb427v10	369359	370648	-	1290	0	2	0	0	3	0	0	0
Tb427_000474900	Chr7_5A_Tb427v10	619162	620218	+	1057	0	0	0	1	0	4	32	83
Tb427_000802600:pseudogene	unitig_2671_Tb427v10	19841	20329	-	489	0	0	0	0	0	0	0	0
Tb427_070007500:pseudogene	Chr7_core_Tb427v10	57088	57610	-	523	0	0	1	0	0	2	5	2
Tb427_000641600:pseudogene	unitig_168_Tb427v10	24719	25076	+	358	0	0	0	0	0	0	0	0
Tb427_000281400:pseudogene	Chr2_5A_Tb427v10	94155	94992	+	838	0	0	0	0	0	0	0	0
Tb427_090090900	Chr9_core_Tb427v10	2120146	2120913	+	768	0	0	6	0	0	0	0	4
Tb427_000591400:pseudogene	Chr9_3A_Tb427v10	1206395	1207871	-	1477	0	0	0	0	0	0	0	0
Tb427_040008200	Chr4_core_Tb427v10	104699	105601	-	903	30	232	48	38	143	142	74	218
Tb427_050007200	Chr5_core_Tb427v10	85599	86780	-	1182	11	24	1	1	6	1	7	9
Tb427_000645700:pseudogene	unitig_1837_Tb427v10	7332	9189	+	1858	0	0	0	0	0	0	0	0
Tb427_000321600:pseudogene	Chr4_3A_Tb427v10	511950	512381	-	432	0	0	0	0	0	0	0	0
Tb427_050043200	Chr5_core_Tb427v10	1206570	1210298	+	3729	162	11	0	0	5	6	0	0
Tb427_020027200	Chr2_core_Tb427v10	636713	637894	+	1182	0	32	8	0	4	8	2	2
Tb427_100112100	Chr10_core_Tb427v10	2575708	2576046	-	339	0	0	0	0	2	0	0	2
Tb427_080088500	Chr8_core_Tb427v10	2327732	2329147	+	1416	59	197	25	9	185	149	95	209
Tb427_000753600:pseudogene	unitig_2313_Tb427v10	16077	16565	-	489	0	1	0	0	0	1	0	0
Tb427_110166700	Chr11_core_Tb427v10	4012681	4013352	-	672	0	0	0	0	0	0	0	0
Tb427_110057300	Chr11_core_Tb427v10	1453779	1456079	+	2301	0	123	15	12	65	122	22	44
Tb427_090078700:pseudogene	Chr9_core_Tb427v10	1792590	1793070	-	481	0	0	0	0	0	0	0	0
Tb427_080030400	Chr8_core_Tb427v10	667126	667845	+	720	0	0	0	0	0	0	0	0
Tb427_000016800	BES2_Tb427v10	28308	29045	+	738	0	4	0	0	4	2	0	1
Tb427_000826500:pseudogene	unitig_3104_Tb427v10	5162	6551	-	1390	0	0	0	0	0	0	0	0
Tb427_000487800:pseudogene	Chr8_3A_Tb427v10	113059	114009	-	951	0	0	0	0	0	4	0	0
Tb427_000530200	Chr8_5B_Tb427v10	185092	185667	+	576	0	0	0	0	0	0	0	0
Tb427_110026600	Chr11_core_Tb427v10	578698	579966	+	1269	0	2	0	0	0	2	0	0
Tb427_000820600	unitig_3048_Tb427v10	12111	12482	-	372	0	0	0	0	0	0	0	0
Tb427_000648200:pseudogene	unitig_1841_Tb427v10	32586	33053	+	468	0	0	1	0	0	0	0	0
Tb427_000565900:pseudogene	Chr9_3A_Tb427v10	466155	466823	+	669	0	0	0	0	0	0	0	0
Tb427_000790900	unitig_2565_Tb427v10	17805	18359	-	555	0	0	0	0	0	0	0	0
Tb427_000781700	unitig_2490_Tb427v10	24623	25810	+	1188	0	0	0	0	0	0	0	0
Tb427_000707300:pseudogene	unitig_2085_Tb427v10	19801	21515	-	1715	0	0	0	0	2	0	0	0
Tb427_000561100	Chr9_3A_Tb427v10	325941	326642	+	702	0	0	0	0	0	0	0	0
Tb427_100155000	Chr10_core_Tb427v10	3583855	3584388	-	534	25	4	3	2	0	7	0	1
Tb427_100122400	Chr10_core_Tb427v10	2795588	2799673	+	4086	0	0	0	0	0	0	0	0
Tb427_000136000	Chr11_3A_Tb427v10	817017	818222	-	1206	5	0	27	19	0	0	33	14
Tb427_000322700	Chr4_3A_Tb427v10	540796	542367	-	1572	0	0	0	0	0	0	0	0
Tb427_000496600	Chr8_3A_Tb427v10	381374	381775	+	402	0	0	0	0	0	0	0	0
Tb427_090052000	Chr9_core_Tb427v10	1177313	1177567	-	255	0	34	0	0	0	0	2	0
Tb427_000119000	Chr11_3A_Tb427v10	287364	288044	-	681	0	0	0	0	0	0	0	0
Tb427_000605100	Chr9_3B_Tb427v10	140342	141799	-	1458	0	0	0	0	0	0	0	0
Tb427_100171200	Chr10_core_Tb427v10	4003933	4004835	+	903	0	2	0	0	0	0	2	4
Tb427_000011100:pseudogene	BES15_Tb427v10	31111	32276	+	1166	0	0	0	0	2	11	0	5
Tb427_000807400:pseudogene	unitig_278_Tb427v10	34865	35677	-	813	0	0	0	0	0	0	0	0
Tb427_000748100	unitig_2246_Tb427v10	9119	13876	+	4758	0	0	0	0	0	0	0	0
Tb427_000216700	Chr1_3A_Tb427v10	1248770	1249189	-	420	0	0	0	0	0	0	0	2
Tb427_000300100	Chr3_5A_Tb427v10	367464	368363	+	900	0	0	0	0	0	0	0	0
Tb427_000824500	unitig_308_Tb427v10	12943	13269	+	327	0	0	0	0	0	0	0	0
Tb427_000060000:pseudogene	Chr10_3A_Tb427v10	1109967	1111463	+	1497	0	0	0	0	0	0	0	0
Tb427_110057400	Chr11_core_Tb427v10	1456680	1457387	+	708	0	0	4	0	0	0	0	0
Tb427_000118900	Chr11_3A_Tb427v10	283218	284217	-	1000	0	0	0	0	0	0	0	22
Tb427_000795000:pseudogene	unitig_2569_Tb427v10	84710	85132	-	423	0	0	0	0	0	0	0	0
Tb427_090048100	Chr9_core_Tb427v10	1096849	1097241	-	393	0	0	0	0	0	8	0	0
Tb427_000269100:pseudogene	Chr1_5A_Tb427v10	15010	15428	+	419	0	0	0	0	0	0	0	0
Tb427_000422900:pseudogene	Chr6_3B_Tb427v10	69221	70701	-	1481	0	0	0	0	0	0	0	0
Tb427_000564600:pseudogene	Chr9_3A_Tb427v10	430806	432167	+	1362	0	0	0	0	0	0	0	0
Tb427_000768300:pseudogene	unitig_2452_Tb427v10	38622	38980	-	359	0	0	0	0	0	0	0	0
Tb427_110045200	Chr11_core_Tb427v10	1128775	1130964	+	2190	0	44	2	2	0	10	12	4
Tb427_090089900	Chr9_core_Tb427v10	2088679	2090313	+	1635	0	0	0	0	0	0	0	0
Tb427_110045500	Chr11_core_Tb427v10	1137845	1139590	+	1746	0	0	0	2	32	8	2	0
Tb427_000529600:pseudogene	Chr8_5B_Tb427v10	165596	166446	+	851	0	0	0	0	0	0	0	0
Tb427_070060100	Chr7_core_Tb427v10	1459169	1465135	+	5967	0	36	12	12	8	24	8	33
Tb427_100072600	Chr10_core_Tb427v10	1715995	1716789	+	795	79	19	1	0	2	22	7	4
Tb427_000049400	Chr10_3A_Tb427v10	755579	756958	+	1380	0	0	0	0	0	0	4	0
Tb427_080038900	Chr8_core_Tb427v10	890187	890522	+	336	0	0	0	0	0	2	0	0
Tb427_110079400	Chr11_core_Tb427v10	2039732	2040670	+	939	0	22	0	2	9	4	3	2
Tb427_050024900	Chr5_core_Tb427v10	635255	636784	+	1530	0	0	0	0	0	2	1	0
Tb427_030033000	Chr3_core_Tb427v10	721509	721733	-	225	0	0	0	0	0	0	0	0
Tb427_040048100	Chr4_core_Tb427v10	1141646	1145155	-	3510	0	0	2	0	0	0	0	0
Tb427_000365300:pseudogene	Chr5_3A_Tb427v10	480516	481861	-	1346	0	0	0	0	0	0	0	0
Tb427_000332600:pseudogene	Chr4_3A_Tb427v10	863524	864987	-	1464	0	0	0	0	0	0	0	0
Tb427_100148400	Chr10_core_Tb427v10	3410852	3412141	-	1290	0	0	2	0	0	0	0	12
Tb427_110049200	Chr11_core_Tb427v10	1240790	1242727	-	1938	0	0	0	0	0	0	2	0
Tb427_000424900	Chr6_3B_Tb427v10	130256	131725	-	1470	0	0	8	2	132	140	3463	3110
Tb427_030042600	Chr3_core_Tb427v10	979585	980946	+	1362	0	0	2	0	0	0	0	0
Tb427_000760500:pseudogene	unitig_2337_Tb427v10	6812	8266	-	1455	0	0	0	0	9	0	8	8
Tb427_100111600	Chr10_core_Tb427v10	2571168	2571506	-	339	0	6	4	0	6	2	0	0
Tb427_000564300:pseudogene	Chr9_3A_Tb427v10	415883	417043	-	1161	0	0	0	0	0	0	0	0
Tb427_000544300:pseudogene	Chr8_5B_Tb427v10	621101	622142	-	1042	29	6	0	2	4	6	4	10
Tb427_090078800	Chr9_core_Tb427v10	1793754	1794323	-	570	0	0	0	0	34	25	0	16
Tb427_000321100	Chr4_3A_Tb427v10	500298	500603	-	306	0	0	0	0	0	0	0	0
Tb427_110130400	Chr11_core_Tb427v10	3104900	3106945	-	2046	101	23	0	2	0	10	4	22
Tb427_000165800:pseudogene	Chr11_3B_Tb427v10	666522	667750	-	1229	0	0	0	0	0	0	0	0
Tb427_000022300:pseudogene	BES5_Tb427v10	13134	13447	+	314	0	0	0	0	0	0	0	0
Tb427_070067200	Chr7_core_Tb427v10	1660360	1661004	-	645	0	0	0	2	0	0	0	0
Tb427_090083700	Chr9_core_Tb427v10	1908189	1909133	-	945	929	666	82	91	595	539	259	358
Tb427_000471400:pseudogene	Chr7_5A_Tb427v10	524479	525949	+	1471	0	0	0	0	0	0	0	0
Tb427_000700600:pseudogene	unitig_2014_Tb427v10	18301	18728	+	428	0	0	0	0	0	0	0	0
Tb427_000836700:pseudogene	unitig_50_Tb427v10	3906	5352	-	1447	0	0	0	0	0	0	2	0
Tb427_100076300	Chr10_core_Tb427v10	1769347	1770153	+	807	0	0	0	2	0	2	0	0
Tb427_000119200	Chr11_3A_Tb427v10	291651	293105	+	1455	0	0	0	0	18	4	6	26
Tb427_000548500:pseudogene	Chr8_5B_Tb427v10	775338	776766	+	1429	0	0	0	0	0	0	0	0
Tb427_060036100	Chr6_core_Tb427v10	808060	809367	+	1308	0	51	0	36	128	19	30	15
Tb427_000006900	BES11_Tb427v10	43707	44594	+	888	0	0	0	0	0	0	0	0
Tb427_000634500:pseudogene	Tb427VSG-775_unitig_Tb427v10	9789	11120	+	1332	1066	741	183366	124498	1561	2100	82171	157002
Tb427_000572000	Chr9_3A_Tb427v10	639322	640581	+	1260	0	0	0	0	0	0	2	0
Tb427_000278700:pseudogene	Chr2_5A_Tb427v10	15690	16626	-	937	0	0	0	0	0	0	0	0
Tb427_000655500	unitig_1853_Tb427v10	38928	39212	+	285	0	0	0	0	0	0	0	0
Tb427_090036300	Chr9_core_Tb427v10	805663	806367	+	705	32	0	2	0	2	0	0	0
Tb427_100009900	Chr10_core_Tb427v10	107099	107779	+	681	24	6	0	0	0	0	0	0
Tb427_090058800	Chr9_core_Tb427v10	1335404	1336495	-	1092	0	8	0	4	33	0	0	2
Tb427_000535100	Chr8_5B_Tb427v10	337580	338908	+	1329	0	0	0	0	0	0	16	4
Tb427_000845400	Chr10_3A_Tb427v10	1131006	1132468	+	1463	0	0	0	0	0	0	0	0
Tb427_030044800	Chr3_core_Tb427v10	1037264	1037677	-	414	0	0	0	0	0	0	0	0
Tb427_000240700:pseudogene	Chr1_3A_Tb427v10	2021072	2021930	-	859	0	0	0	0	0	0	0	0
Tb427_000349100	Chr5_3A_Tb427v10	2909	3586	+	678	0	6	0	0	0	8	0	0
Tb427_110182300	Chr11_core_Tb427v10	4404664	4406997	-	2334	0	0	0	0	0	2	0	0
Tb427_100027500	Chr10_core_Tb427v10	555910	556740	+	831	0	0	0	0	0	0	0	0
Tb427_000083700:pseudogene	Chr10_3B_Tb427v10	261998	263469	-	1472	0	0	0	2	0	0	0	4
Tb427_000583500:pseudogene	Chr9_3A_Tb427v10	986886	987236	-	351	0	0	0	0	0	0	0	0
Tb427_000110700:pseudogene	Chr11_3A_Tb427v10	11864	12831	-	968	0	0	0	0	0	0	0	0
Tb427_000008000:pseudogene	BES12_Tb427v10	45278	46690	+	1413	3609	2782	576434	419816	11990	10530	402480	316027
Tb427_060031200	Chr6_core_Tb427v10	680089	680376	+	288	42	0	0	2	17	0	0	12
Tb427_000741800:pseudogene	unitig_2222_Tb427v10	43297	44649	+	1353	0	0	0	0	0	0	0	0
Tb427_000293300:pseudogene	Chr3_5A_Tb427v10	149071	150585	+	1515	0	0	0	0	0	0	0	0
Tb427_100097300	Chr10_core_Tb427v10	2231941	2233371	+	1431	0	10	0	0	2	14	3	4
Tb427_000139500	Chr11_3A_Tb427v10	911578	912991	-	1414	0	0	0	0	0	0	0	0
Tb427_000510500:pseudogene	Chr8_5A_Tb427v10	312185	313062	+	878	0	0	0	0	0	0	0	0
Tb427_040056600	Chr4_core_Tb427v10	1369327	1369620	-	294	0	0	0	0	0	0	0	0
Tb427_010032100	Chr1_core_Tb427v10	815484	816929	+	1446	0	0	0	0	0	8	3	18
Tb427_050012200	Chr5_core_Tb427v10	284082	284711	+	630	0	0	0	0	0	0	1	0
Tb427_110053200	Chr11_core_Tb427v10	1351574	1352098	+	525	0	0	0	0	0	0	0	0
Tb427_040013600	Chr4_core_Tb427v10	230181	231200	-	1020	0	3	0	0	0	0	0	8
